module_code,module_name
INTR202|D1|22,INTRODUCTION TO APPLIED SCIENCES
ATHB101|D1|22,INTERNAL AUDITING 5B
EQDV101|D1|22,INTERPERSONAL COMMUNICATION AND SELF
PHCH802|D1|22,INTRODUCTION TO CONSTRUCTION MATERIALS
VCDS121|D1|22,INTRODUCTION TO MACROECONOMICS AUGMENTED
CNTB301|D1|22,INNOVATION AND CREATIVE THINKING
CCMA512|D1|22,INFORMATION AND COMMUNICATIONS TECHNOLOGY IIB
HTDS101|D1|22,INFORMATION AND COMMUNICATIONS TECHNOLOGY IIIB
ALPR101 |D1|22,INFORMATION AND COMMUNICATIONS TECHNOLOGY I
ASWL101|D1|22,ICT INNOVATION
FYSE101|I1|EDUC,INFO & COMM TECH LIT & SKILLS
RSJS101|D1|22,INDUSTRIAL ENGINEERING DISSERTATION
ADLG401|P1|22,INDUSTRIAL DESIGN II
CNPB304|I1|22,INDUSTRIAL STUDIES
EDVL301|P1|11,INTRO TO ENGINEERING & THE BUILT ENVIRON
AMOE401|D3|22,INTRODUCTION TO ECONOMICS
WKPR101|P1|22,INTRODUCTION TO ECONOMICS
NMRM101|D1|22,INTRODUCTION TO ENVIRONMENTAL MANAGEMENT
PRMM101|D3|22,ISSUES OF GENDER & SOCIETY WITHIN HEALTH CARE
DFLS101|I1|22,INTEGRATED HUMAN STUDIES
SMTB201|D1|22,INTRODUCTION TO HUMAN RESOURCES
BSNL201|D1|22,IT LOGIC AND TECHNOLOGY IB
BSST202|I1|22,IT LOGIC AND TECHNOLOGY 2B
FCAA223|P1|22,ILLUMINATION
FOBI702|D1|22,INTRODUCTION TO MACRO ECONOMICS
SYSP321|D1|22,INTRODUCTION TO MACRO ECONOMICS
IMTN121|P1|22,INTRODUCTION TO MACRO-ECONOMICS
INME102|D1|22,INNOVATION MANAGEMENT AND ENTREPRENEURSHIP
CLPR301|D1|22,IMMUNOLOGY
PROE301|D1|22,INFORMATION MAN & TECHNOLOGY IB
SDRM802|D3|22,INFORMATION MAN & TECHNOLOGY IIB
FDLG102|D1|22,INFORMATION MAN & TECHNOLOGY IIIB
DGTE101|D1|22,INFORMATION MAN & TECHNOLOGY I (MOD 1)
TEMA202|I1|22,INFORMATION MAN & TECHNOLOGY II (MOD 2)
TMSM101|D1|22,INFORMATION MAN & TECHNOLOGY III (MOD 2)
ACLB101|D1|22,INTERNAL AUDITING 1A
BUIN101|D1|22,INTERNAL AUDITING 1B
PPDV301|D1|22,INTERNAL AUDITING II MODULE II
CRMP102|P1|22,INTERNAL AUDITING III MODULE II
ENGA102|D1|22,INFORMATION ASSURANCE AND
SMTR802|D1|22,INTERNAL AUDITING 101
RPCR511|D1|22,INTERNAL AUDITING 102
BIOP101|D1|22,INTERNAL AUDITING 201
PMAD101|D1|22,INTERNAL AUDITING 202
CLPB401|D1|22,INTERNAL AUDITING 4B
BRPL802|D3|22,INNOVATION & CHANGE MANAGEMENT
BSMN301|I1|11,INTERION DESIGN 101
ADRE402|P1|22,INTERIOR DESIGN 202
MTTB102|D1|22,INTERIOR DESIGN 302
STIE802|D1|22,INTERIOR DESIGN
SCLB101|D1|22,INDUSTRIAL LAW
CNLP101|D1|22,INDUSTRY MANAGEMENT
PRTE202|D1|22,INTERPRETATION OF DOCUMENTS 1B
APDM101|P1|22,INNOVATION AND EMERGING TECHNOLOGIES
ECTB301|P1|11,INFORMATION MANAGEMENT II
FDQA101|D1|22,INFORMATION SYSTEMS AUDITING 4
CBSP102|P1|22,INFORMATION TECHNOLOGY 5B
CCHB301|D1|22,INTRODUCTION TO LABOUR RELATIONS
WEPP401|D1|22,BIOTECHNOLOGY INDUSTRIAL MANAGEMENT
IMTG221|D1|22,INFORMATION MANAGEMENT IIB
QLTE101|D1|22,INTRODUCTION TO MACRO ECONOMICS
TXSB301|D1|22,INFORMATION MANAGEMENT II
MTHL301|I1|11,INORGANIC CHEMISTRY IV
BHVM201|D1|22,INTRODUCTORY PHARMACOLOGY
CHCP301|D1|22,INTRO TO STRUCTURAL DESIGN
ITCH101|D1|22,INTRODUCTION TO SIGN LANGUAGE
PSCB101|I1|22,INTRODUCTION TO SIGN LANGUAGE
NMIS201|D1|22,INFORMATION SYSTEMS I
WKSM101|D3|22,INTERNATIONAL TAXATION 4
RNES101|D1|22,INTERNATIONAL CONSTRUCTION
PROM101|D1|22,INTRODUCTION TO TRAINING AND DEVELOPMENT
LGSM101|D1|22,INFORMATION TECHNOLOGY 5B
ISYT202|I1|22,INTRODUCTION TO FINANCIAL ACCOUNTING
DFEG101|I1|22,INTRODUCTION TO MANAGEMENT ACCOUNTING
PPJM201|D1|22,INTERPRETING 202
TXON101|P1|22,INTRODUCTION TO TAXATION
RPJN402|D1|22,INTEGRATED PEST & DISEASE MANAGEMENT IIB
WKPR101|D1|22,INTRO TO PROP DEVELOP
JTPB101|D1|22,INTEGRATED PRIMARYHEALTH CARE
QTAP101|D1|22,INTRODUCTION TO PRINCIPLES OF LAW II
CLWA221|P1|22,INTEGRATED PATHOPHYSIOLOGY MOD B
STPL401|D3|22,INTERNATIONA PERSPECTIVE AND PRACTICE OF
CCAC102|D1|22,INTRODUCTION TO RESEARCH
MCPB201|D1|22,INTRODUCTION TO SHIPPING
MAND402|D1|22,INTRODUCTION TO SHIPBOARD OPERATIONS
TSMN101|P1|22,INFORMATION SYSTEMS II B
FANP202|D1|22,INFORMATION SYSTEMS III B
RESP201|D1|22,INFORMATION SYSTEM DESIGN
DPRS201|D1|22,INFORMATION SYSTEMS IIA
CACB201|D3|22,INFORMATION SYSTEMS IIIB
ECTF201|P1|21,INTRODUCTION TO TECHNOPRENEURSHIP
FUWM101|P1|22,INSTR & TECH FOR CLIN TECH I
ADLL401|D1|22,INFORMATION TECHNOLOGY 102
APEM401|P1|22,INFORMATION TECHNOLOGY 202
GEOT201|D1|22,INFORMATION TECHNOLOGY 302
CQIM802|D3|22,ICT INNOVATION
RTBY201|D1|22,ICT INNOVATION
3DSB101|D1|22,INTRODUCTION TO LABOUR RELATIONS
ACCN202|I1|22,INTRODUCTION TO MACRO-ECONOMICS
BCTY301|D1|22,INTRODUCTION TO PUBLIC RELATIONS & COMM
PMAN301|D1|22,IT PROJECT MANAGEMENT
BSFD201|D1|22,IT PROJECT MANAGEMENT
UPPC101|D1|22,INTERNATIONAL TRADE LAW
MESY101|D1|22,INTRODUCTION TO TRAINING & DEVELOPMENT
ACEC301|D1|22,INNOVATION AND CHANGE MANAGEMENT
EPDE201|D1|22,INTRODUCTION TO WATER ENGINEERING A
WPTH101|D1|22,INTRO TO WATER ENGINEERING B
CLAS101|D1|22,ISIZULU FOR HEALTH CARE PROFESSIONALS
SHRD802|D3|22,INTRODUCTION TO ISIZULU
AICC401|D1|22,JEWELLERY DESIGN AND DRAWING IB
SDVL101|I1|22,JEWELLERY DESIGN AND DRAWING IIB
HSRS301|D1|22,JEWELLERY DESIGN AND DRAWING IIB
CGBE402|D3|22,JEWELLERY DESIGN AND MANUFACTURE
ENMA102|D1|22,JOURNALISM PRACTICE 3B
PRMA402|P1|22,JOURNALISM RESEARCH PROJECT
PJMT301|D1|22,JEWELLERY THEORY AND PRACTICE IB
ELEP201|D1|22,JEWELLERY THEORY AND PRACTICE IIB
CPMS202|I1|22,JEWELLERY THEORY AND PRACTICE IIIB
PCTX201|D1|22,JEWELLERY THEORY AND PRACTICE4B
TPFM101|D1|22,JEWELLERY MANUFACTURE IA
TRTO101|D1|22,JEWELLERY MANUFACTURE IIB
UTEP101|D1|22,JEWELLERY MANUFACTURE IIIB
RESM402|P1|22,KNOWLEDGE MANAGEMENT
TSCI102|I1|22,KWA-ZULU NATAL'S MARITIME HERITAGE
MEDS401|D1|22,LABOUR RELATIONS I
CLPR301|D1|21,LABOUR RELATIONS 1
PRMA401|D1|22,LABOUR RELATIONS 1
SBDE401|D1|22,LABORATORY MANAGEMENT
MATC101|D1|22,LEADERSHIP
AMCC802|D1|22,LEGAL PRACTICE I
ADME401|P1|22,LEGAL KNOWLEDGE
ACRP802|D1|22,LEADERSHIP & SYSTEMS THINKING MANAGEMENT
ASSD101|D1|22,LIFE SCIENCE 102
APMC402|D1|22,LIFE SCIENCE 202
FSCP202|D1|22,LIFE SCIENCES 302
PWRS101|D1|22,LEGAL PRACTICE I
FABS201|D1|22,LOCAL GOVERNMENT MANAGEMENT II
TAXA302|D1|22,LEGISLATION AND POLICY I
GDSD101|D1|22,LOGISTICS MANAGEMENT I
RNET801|D1|22,LOGISTICS MANAGEMENT I
ADLL401|D3|22,LOGISTICS II
PMTG101|D1|22,LIBRARY AND INFORMATION PRACTICE IIIB
PDIP301|D1|22,LABOUR & INDUSTRIAL RELATIONS
FYSE|P1|22,LIBRARY MARKETING & PROMOTION
LPPB101|D1|22,LANGUAGE PLANNING AND MANAGEMENT
GRTT121|D1|22,LIBRARY AND INFORMATION PROF PRAC IB
APCO301|D1|22,LIBRARY AND INFORMATION PROF PRAC IIB
IMAE101|P1|22,LEGAL PRINCIPLES II
OPEN101|D1|22,LANGUAGE PRACTICE 302
CMLW101|D1|22,LOGISTICS AND SUPPLY CHAIN MANAGEMENT
EXPH101|D1|22,LIFE SKILLS 1
PPDV201|D1|22,LIFE SKILLS II
BURR802|P1|22,LEADERSHIP AND SYSTEMS TH
QDCB101|D1|22,LAW OF CONSUMER PROTECTION
SCHM101|D1|22,LAW FOR LIFE
TRMP202|P1|22,LAW FOR LIFE
APDP201|D1|22,LAW FOR LIFE
HISB201|D1|22,LAW FOR LIFE
SMSE201|D1|22,MANAGEMENT ACCOUNTING 4B
ORIB301|D1|22,MANAGEMENT ACCOUNTING 4B
RAMS802|D1|22,MANAGERIAL ACCOUNTING AND FINANCE  MODULE II
BUMA102|D1|22,MANAGEMENT ACCOUNTING & FINANCE 4B
VWKP101|P1|22,MANAGEMENT ACCOUNTING IIIB
INDM101|D1|22,MANAGEMENT ACCOUNTING IIIB
HPHB101|D1|22,MANAGEMENT ACCOUNTING III (MODULE 2
RAJO302|D1|22,MANAGERIAL ACCOUNTING & FINANCE AUGMENTED
ANLB101|D1|22,MANAGERIAL ACCOUNTING & FINANCE AUGMENTED
PJCM101|P1|22,MACHINE INTELLIGENCE 3
EGLA101|D1|22,MATERIA MEDICA V
SCRB201|D1|22,MANAGEMENT 101
ENSP101|D1|22,MANAGEMENT ACCOUNTING IIIB
ACTB201|D1|22,MANDARIN
HVCD101|I1|22,INTRODUCTION TO MANDARIN
COME102|I1|22,MEDICAL & SURGICAL NURSING 1B
STPD101|D1|22,MATHEMATICS I
MLIT302|I1|22,MICROBIOLOGY I
THSB301|D1|22,MICROBIAL HYGIENE
MTSP102|I1|22,MANAGEMENT ACCOUNTING III B
WBPJ201|D1|22,MANAGEMENT ACCOUNTING 3B
CNTB101|D1|22,MICRO ECONOMICS
HUEN101|D1|22,MACHINE INTELLIGENT III
DEVP102|I1|22,MECHANICS OF MACHINES I
TAXT202|D1|22,MECHANICS OF MACHINES I
CLRT301|D1|22,MECHANICS OF MACHINES II
PBSP102|P1|22,MOLECULAR BIOLOGY III
AFLX102|D1|22,MOLECULAR BIOLOGY III
STDV102|P1|22,MATHEMATICS FOR COMPUTING IB
23DS301|D1|22,MOBILE COMPUTING 11B
FAVA201|D1|22,COMMUNITY ENGAGEMENT PROJ
CAED101|D1|22,EMBEDDED SYSTEMS IIIA
PFRD301|D1|22,MEDICAL MICROBIOLOGY IIA
HLOA301|D1|22,MEDICAL RESCUE IC
PMPL101|D1|22,MEDICAL RESCUE IIC
SYSF101|D1|22,MEDICAL RESCUE IIIC
TEMA102|I1|22,MEDICAL RESCUE IIB
EGMB101|D1|22,MEDICAL RESCUE IIID
PREN802|D1|22,INTRODUCTION TO MANDARIN
PRST402|I1|22,MIDWIFERY II
CLEO101|D1|22,MEDIA STUDIES
CCTX101|D1|22,MEDIA ETHICS
CTQB101|D1|22,MARINE ENGINEERING KNOWLEDGE
BGEP101|D1|22,MARINE ENVIRONMENTAL LAW
UNIP102|D1|22,MARINE NEVIRONMENTAL MANAGEMENT
APEO401|D3|22,MEDIA STUDIES 2
TRSM201|D1|22,MARINE ENGINEERING SYSTEM
TAXT221|D1|22,MECHANICAL TECHNOLOGY I02
BCIN101|D3|22,MECHANICAL TECHNOLOGY II
CCLW201|P1|22,MECHANICAL TECHNOLOGY 301
DPPB101|D1|22,MONITORY AND EVALUATION III
GMTB101|D1|22,MATHEMATICS FOR THE BUILD ENVIRO. 1B
COHO802|D1|22,MANAGEMENT II
SPHM401|D3|22,MANAGEMENT PRACTICE
METE302|I1|22,MENTAL HEALTH NURSING III
CTQB301|D1|22,MICROBIOLOGY II
ITEC302|I1|22,MICRO ECONOMICS
PCOH101|D1|22,MAJOR INTEGRATED PROJECT
NTRT101|D1|22,MANAGERIAL INFORMATION SYSTEMS
MCCB301|P1|22,MARKETING COMMUNICATIONS A
JTPB301|D1|22,MARKETING COMMUNICATIONS B
CVMT101|D1|22,MARKETING ENVIRONMENT
ZUFL302|I1|22,MARKETING METRICS
ADCT401|D1|22,MATHEMATICAL LITERACY
IWEA201|I1|22,MATHEMATICAL LITERACY
PRCO401|D1|22,MATHEMATICAL LITERACY 302
STPB201|D1|22,MATHEMATICS I
MDRD301|D1|22,MATERIA MEDICA I
MOLB101|D1|22,MATERIA MEDICA IIB
ACMS301|D1|22,MATERIA MEDICA III
IMLG101|D1|22,MATERIA MEDICA IV
HSRS101|D1|22,MEDIA MANAGEMENT 401
ICRT101|P1|22,MATHEMATICS A
IASC101|D1|22,MATHEMATICS B
SYSP311|D1|21,MATHEMATICS C
THST401|D1|22,MANAGERIAL ACCOUNTING AND FINANCE  MODULE II
ENMA101|D1|21,MANUFACTURING ENGINEERING I
ANPB102|D1|22,MANAGEMENT II
ECMS102|I1|22,MANAGEMENT II
PHHC121|D1|22,MOLECULAR BIOLOGY III
CLINIC OBS PROGRAMME,MOLECULAR BIOLOGY III
FINL101|P1|22,MAN PRINCIPLE OF ANATOMY & PHYSIOLOGY
STEM802|D1|22,MARKETING PLANNING
APRH101|D1|22,MAP PROJECTIONS AND CO-ORDINATE SYS II
CLCP301|D1|22,MARKETING AND RETAIL FINANCIAL MANAGEMENT
CPPR321|D1|22,MARINE MATHEMATICS 1
AUDN301|P1|22,MARINE SCIENCE II
PJMA101|P1|22,MARKET SEGREGATION
VWKP101|D3|22,MANAGE THE STRATEGIC MARKETING PROCESS
CRSP101|D1|22,MARINE SURVEYING
ENVM202|I1|22,MATHEMATICS FOR THE BUILT ENVIRONMENT I
PSCR101|D1|22,MECHANICAL TECHNOLOGY II
FNLT101|D1|22,MATHEMATICAL LITERACY III
RPBI702|D1|22,MATHEMATICS LITERACY
ASMK802|D1|22,MATHEMATICS III
PMNT101|D1|22,MATERIALS 1B
STAL802|D1|22,MATHEMATICS
DIJO202|D1|22,MATHEMATICS II
MEST201|D1|22,MATHEMATICS 302
SPPY301|D1|22,MATHEMATICS A
DSPA802|D1|22,MATHEMATICS B
TFMG101|D1|22,MEDIA AND VISUAL LITERACY
CLPR201|D1|22,MEDIA AND VISUAL LITERACY
ADAD702|D1|22,ME  MY WORLD  MY UNIVERSE
AUDB201|D1|22,ME  MY WORLD  MY UNIVERSE
AAPB101|D1|22,MYOFASCIAL & ADJUNCTIVE 1
BCIF101|D3|22,MYCOLOGY
STBH301|D1|22,MYCOLOGY
ICTB201|D1|22,NAVAL ARCHITECTURE 2
CLHO502|D1|22,NATURAL & CULTURAL RESOURCES MGT
HINL101|D1|22,NAVIGATION-ELECTRONIC NAVIGATION SYSTEMS 1
CVTC201|I1|11,NAVIGATION ELECTRONIC NAVIGATION SYSTEMS
PTCT101|D1|22,NAVIGATION-ELECTRONIC NAVIGATION SYSTEMS 3
BSPM121|P1|22,INTRODUCTION TO RESEARCH
CNPB203|I1|22,NAVIGATION - METEOROLOGY & ENVIRONMENT MANAGEMENT 2
PRTA202|D1|22,NUCLEAR MED IMAGING SCIENCE I
TEJO202|D1|22,NUCLEAR MED IMAGING SCIENCE II
MVLT101|D1|22,NUCLEAR MEDICINE PRAC & PROC IA
PMAN401|D3|22,NUCLEAR MEDICINE PRAC & PROC IB
MNGM201|D1|22,NUCLEAR MEDICINE PRAC & PROC IIB
SLGM802|D3|22,NUCLEAR MEDICINE PRAC & PROC IIIB
JTPB201|D1|22,NUCLEAR MEDICINE PRAC & PROC IVB
APMA401|D1|22,CLINICAL NUCLEAR MEDICINE PRACTICE & PRO
LPAM802|D1|22,NUMERICAL METHODS
ACMN201|D1|22,NAVIGATION-OCEAN & COASTAL NAVIGATION II
CLHR101|D1|22,NAVIGATION-SIMULATION (ECDIS)
FUNS102|D1|22,NAVIGATION-SIMULATION (RADAR & ARPA)
GISY101|D1|22,NURSING RESEARCH IIIB
MAAF402|D1|22,NUTRITION
COMA102|D1|22,NUTRITION I
CEPD402|D1|22,NUTRITION I
PHRS301|P3|22,NUTRITION 2B
SSMT802|D1|22,NUTRITION 3B
MTMC301|I1|11,NUTRITION
GRAN102|D1|22,NAVIGATION-CALCULATIONS 2
CBIO101|D1|22,ORAL ANATOMY AND PATHOLOGY IB
PLSA301|D1|22,ORGANIZATIONAL EFFECTIVENESS II
PHYS121|D1|22,ORGANIZATIONAL EFFECTIVENESS II
ENTR802|D3|22,OCCUPATIONAL HEALTH AND SAFETY II
ITLR101|P1|22,ORGANISATIONAL MANAGEMENT III (MODULE 1)
TAXB201|D3|22,ORGANIC AND PHYISICAL CHEMISTRY I
GVST221|D1|22,OPERATIONS ENTREPRENEURSHIP
PSCI202|I1|22,OPERATIONS ENTREPRENEURSHIP
QMNS101|D3|22,OPERATIONS MANAGEMENT 1
QSDN801|D1|21,OPERATIONS MANAGEMENTS 2A
LBRR101|D3|22,OPERATIONS MANAGEMENT 3B
FSCP302|D1|22,OPERATIONS MANAGEMENT TECHNIQUE VIII
SNGB301|D1|22,OPERATIONS MANAGEMENT II
APDB201|D1|22,OPERATIONS MANAGEMENT II
PPLY201|P1|22,OPERATIONS MANAGEMENT TECHNIQUES II
RPTX801|D1|22,OPERATIONS MANAGEMENT TECHNIQUES II
ENSV201|D1|22,ORGANISATIONAL MANAGEMENT IB
ITIN101|D1|22,ORG & REPRESENTATION OF INFORMATION  IB
SDTI201|D1|22,ORG & REPRESENTATION OF INFORMATION  IIB
DGEA101|D1|22,ORG & REPRESENTATION OF INFORMATION  IIIB
HMPH101|D1|11,ORGANISATIONAL MANAGEMENT 3B
FACB201|D3|22,ORGANISATIONAL & SOCIAL PSYCHOLOGY
HRTB201|D1|22,PRODUCTS AND MATERIALS 101
CEPP202|I1|22,PRODUCTS AND MATERIALS 201
PTCB101|D1|22,PRODUCTS AND MATERIALS 301
ISYB201|D1|22,PULP AND PAPER SCIENCE 1
EGAD202|I1|22,PULP AND PAPER LABORATORY B
CLCP201|D1|22,PULP AND PAPER TECHNOLOGY B
LSCM101|D1|22,PRICE ANALYSIS AND TENDERING IIIB
QDCB301|D1|22,PATTERN MAKING 1B
ACLP401|D1|22,PATTERNMAKING 2
TAUG101|D1|22,PUBLIC FINANCE  MANAGEMENT II
INSS101|D1|22,PUBLIC FINANCEL MANAGEMENT III
FREO101|D1|22,PUBLIC MANAGEMENT AND ADMINISTRATION 1
FCHM202|D1|22,PUBLIC RELATIONS PRACTICE
STTS101|D1|22,PUBLIC SECTOR ECONOMICS
SEDV401|P1|22,PROFESSIONAL BUSINESS PRACTICE
IDES201|D1|22,PRINCIPLES OF COMMERCIAL LAW II
MRNM201|D1|22,PUBLIC AND COMMUNITY HEALTH
ILLM101|D1|22,PRINCIPLES OF MANAGEMENT
BSIT301|D1|22,PROCESS CONTROL SYSTEMS IIIB
TSOP102|D1|22,PROCESS CONTROL
ACCT301|I1|11,PUBLIC RELATIONS CONTEXTS
BSAP101|D1|22,PROFESSIONAL DESIGN INDUSTRY PRACTICE 302
AFLM202|D1|22,PRODUCTION ENGINEERING I
CSTN101|D1|22,PRODUCTION ENGINEERING III
WLNB201|D1|22,PERSONAL AND PROFESSIONAL DEVELOPMENT I
MKMT201|D1|22,PROFESSIONAL DESIGN PRACTICE 201
BANP302|I1|22,PERSONAL AND PROFESSIONAL DEVELOPMENT I
DFML101|I1|22,PERSONAL AND PROFESSIONAL DEVELOPMENT I
FOBE101|D1|22,PUBLIC FINANCE MANAGEMENT
FICC102|D1|22,PUBLIC FINANCIAL MANAGEMENT II
ADSG802|D1|22,PORTFOLIO AND RANGE DEVELOPMENT III
CCLP101|D1|22,PROFESSIONAL PRACTICE II
CHHC103|D1|22,PROFESSIONAL PRACTICE III B
HFIM101|D1|22,CORPORATE GOVERNANCE
ENHL102|I1|22,RESEARCH PROJECT
SBSM101|D1|22,PHYSICS FOR THE BUILT ENVIRONMENT IB
SFEN301|D1|22,PHYSICAL CHEMISTRY V
AERN802|P1|22,PHYSIOLOGY II:  CONTROL SYSTEMS
SMSM101|D1|22,PHYSIOLOGY II:  GENITOURINARY
APMG101|D1|22,PHYSIOLOGY IB
RSTM402|D1|22,PHYSIOLOGY IIB
HOIN301|D1|22,PHYSICS I:  MODULE 2
ADTA222|P1|22,PHYSICS
BMNG201|D3|22,PHYISICS (MODULE 2)
TAXT101|D1|22,PHOTOJOURNALISM IB
ETML101|D1|22,PUBLIC HR MANAGEMENT 3
ADMM201|D1|22,PHYSIOLOGY IB
SCMN201|D1|22,PHYSICAL CHEMISTRY IV
RPTB101|D1|22,PHYICAL PREPAREDNESS II
INDE302|D1|22,PHYSICAL PREPAREDNESS III
STSC101|D1|22,PHYSICAL PREPAREDNESS IV
CMPM201|D1|22,PHYSICS
WHDL201|D1|22,PHYSICS
BSCM802|D1|22,PROJECT MANAGEMENT
FCTN321|D1|22,PROJECT MANAGEMENT I
FNRP802|D1|22,PROJECT MANAGEMENT II
CLPO401|D1|22,PROJECT MANAGEMENT I
ADCS702|D3|22,PROJECT MANAGEMENT II
STMT201|D1|22,PROJECT MANAGEMENT
INAD111|D1|22,PROJECT MANAGEMENT
INDE202|D1|22,PROJECT MANAGEMENT
WIFB201|E1|22,PROJECT MANAGEMENT III
TMSC101|D1|22,PROJECT MANAGEMENT
HREM101|P1|22,PROJECT MANAGEMENT III
DFZU101|I1|22,PROJECT MANAGEMENT
DGIS201|D1|22,PLANNING DESIGN IB
SMTL101|D1|22,PLANNING DESIGN IIB
ADTB201|P1|22,PLANNING DESIGN IIIB
PMAC101|D1|22,PLANT STUDIES IIIA
LGAP101|P1|22,PLANT STUDIES IB
HINM101|D1|22,PLANT STUDIES IIB
BANP202|I1|22,PRINCIPLES OF  MACRO ECONOMICS
OPRM201|D1|22,PUBLIC MANAGEMENT AND ADMINISTRATION
INAD321|D1|22,PROJECT MANAGEMENT
CMNA202|I1|22,PROJECT MANAGEMENT
FACN221|P1|22,PRODUCTS AND MATERIALS
PWSE802|D1|22,PRINCIPLES OF MANAGEMENT
BIMB101|D1|22,PRINCIPLES OF MANAGEMENT
STME201|I1|22,PRINCIPLES OF MANAGEMENT
CNTW101|D1|22,PUBLIC MANAGEMENT AND PLANNING
DGIS101|D1|22,PRINCIPLES OF MANAGEMENT
IMEP802|D1|22,PERSONNEL MANAGEMENT 2
DGTE102|D1|22,PERSONNEL MANAGEMENT II
ITPM101|D1|22,PROCESS OPTIMISATION AND COMPUTATIONAL
FHYG201|D1|22,POLITICS FOR JOURNALISM
MMED102|D1|11,PRINCIPLES OF ORTHOTICS AND PROSTHETICS I
FHYG301|D1|22,PRINCIPLES OF ORTHOTICS AND PROSTHETICS II
INPH102|I1|22,PRINCIPLES OF ORTHOTICS AND PROSTHETICS III
APMN101|P1|22,PRODUCTION ORGANISATION RESEARCH PROJECT
RPSL101|D1|22,POLYMAR SCIENCE 3
STPM402|D3|22,POLYMER SCIENCE
23DS101|D1|22,PRINCIPLES OF SPORT
PPFV201|I1|22,PROFESSIONAL PRACTICE III
DYWP201|P1|22,PERSONAL AND PROFESSIONAL DEVELOPMENT II
GLBE501|D1|22,PERSONAL AND PROFESSIONAL DEVELOPMENT III
BSMT201|D1|22,PERSONAL AND PROFESSIONAL DEVELOPMENT IV
BAPP102|I1|22,PERSONAL AND PROFESSIONAL DEVELOPMENT V
ANLA101|D1|22,PULP AND PAPER ENGINEERING FUNDAMENTALS
PNLM201|D3|22,PERSONAL AND PROFESSIONAL DEVELOPMENT
STSD301|D1|22,PROFESSIONAL PRACTICE FOR INTERIOR DESIGN
